"module";"genotype";"Y";"X";"W_02.07.21";"W_09.07.21";"W_16.07.21";"W_23.07.21";"W_30.07.21";"W_06.08.21";"W_13.08.21";"W_20.08.21";"W_27.08.21";"W_03.09.21";"W_10.09.21";"W_17.09.21";"W_24.09.21";"W_02.07.21_TT";"W_09.07.21_TT";"W_16.07.21_TT";"W_23.07.21_TT";"W_30.07.21_TT";"W_06.08.21_TT";"W_13.08.21_TT";"W_20.08.21_TT";"W_27.08.21_TT";"W_03.09.21_TT";"W_10.09.21_TT";"W_17.09.21_TT";"W_24.09.21_TT"
"date 3";"G18-M52";2;14;0;0.0588235294117647;0.117647058823529;0.117647058823529;0.235294117647059;0.823529411764706;0.823529411764706;0.823529411764706;0.823529411764706;0.823529411764706;0.823529411764706;0.823529411764706;0.882352941176471;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"HP301";2;14;0;0;0;0;0.176470588235294;0.235294117647059;0.294117647058824;0.411764705882353;0.470588235294118;0.529411764705882;0.529411764705882;0.529411764705882;0.529411764705882;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F64";3;14;0;0.227272727272727;0.5;0.681818181818182;0.727272727272727;0.863636363636364;0.863636363636364;0.863636363636364;0.863636363636364;0.863636363636364;0.863636363636364;0.863636363636364;0.863636363636364;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"FV252";3;14;0;0.0526315789473684;0.0526315789473684;0.105263157894737;0.105263157894737;0.105263157894737;0.210526315789474;0.368421052631579;0.526315789473684;0.526315789473684;0.631578947368421;0.631578947368421;0.736842105263158;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"Mo17";3;14;0;0;0;0;0.3125;0.4375;0.4375;0.5625;0.5625;0.5625;0.5625;0.625;0.625;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"F66";4;14;0;0;0.111111111111111;0.111111111111111;0.111111111111111;0.166666666666667;0.166666666666667;0.555555555555556;0.555555555555556;0.555555555555556;0.666666666666667;0.777777777777778;0.777777777777778;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"FV252";4;14;0;0;0;0;0.0714285714285714;0.0714285714285714;0.357142857142857;0.642857142857143;0.642857142857143;0.642857142857143;0.714285714285714;0.714285714285714;0.714285714285714;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"MBS847";4;14;0;0;0.136363636363636;0.454545454545455;0.5;0.909090909090909;0.909090909090909;0.909090909090909;0.954545454545455;0.954545454545455;0.954545454545455;0.954545454545455;1;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"C105";5;14;0;0;0.111111111111111;0.222222222222222;0.333333333333333;0.444444444444444;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;0.777777777777778;0.777777777777778;0.777777777777778;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F271";5;14;0;0;0.222222222222222;0.444444444444444;0.444444444444444;0.444444444444444;0.444444444444444;0.777777777777778;0.777777777777778;0.777777777777778;0.777777777777778;0.777777777777778;0.777777777777778;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"Mo17";5;14;0;0;0.0769230769230769;0.0769230769230769;0.230769230769231;0.384615384615385;0.384615384615385;0.384615384615385;0.384615384615385;0.384615384615385;0.384615384615385;0.384615384615385;0.461538461538462;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 3";"G18-M52";6;14;0;0;0.05;0.5;0.6;0.7;0.85;0.85;0.85;0.85;0.9;0.9;0.9;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"MBS847";6;14;0;0.0555555555555556;0.222222222222222;0.333333333333333;0.388888888888889;0.444444444444444;0.611111111111111;0.777777777777778;0.777777777777778;0.777777777777778;0.833333333333333;0.833333333333333;0.833333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"SA24U";6;14;0;0.0434782608695652;0.173913043478261;0.391304347826087;0.521739130434783;0.608695652173913;0.608695652173913;0.91304347826087;0.91304347826087;0.91304347826087;0.91304347826087;0.91304347826087;0.91304347826087;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"FV2";7;14;0;0;0;0;0;0.0526315789473684;0.0526315789473684;0.105263157894737;0.105263157894737;0.157894736842105;0.315789473684211;0.315789473684211;0.315789473684211;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M52";7;14;0;0;0;0.117647058823529;0.470588235294118;0.529411764705882;0.764705882352941;0.882352941176471;0.882352941176471;0.882352941176471;0.882352941176471;0.882352941176471;0.882352941176471;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"LO3";7;14;0;0;0;0.153846153846154;0.153846153846154;0.384615384615385;0.461538461538462;0.461538461538462;0.461538461538462;0.461538461538462;0.538461538461538;0.615384615384615;0.615384615384615;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"B73";8;14;0;0;0.0434782608695652;0.0434782608695652;0.0434782608695652;0.0434782608695652;0.0434782608695652;0.0434782608695652;0.130434782608696;0.130434782608696;0.173913043478261;0.304347826086957;0.304347826086957;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"FV2";8;14;0;0;0;0.0625;0.0625;0.0625;0.125;0.125;0.125;0.25;0.3125;0.375;0.4375;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-M40";8;14;0;0;0;0.375;0.5;0.5;0.5;0.625;0.625;0.625;0.625;0.625;0.625;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"F918";9;14;0;0.0526315789473684;0.315789473684211;0.631578947368421;0.736842105263158;0.842105263157895;0.842105263157895;0.842105263157895;0.842105263157895;0.842105263157895;0.842105263157895;0.842105263157895;0.842105263157895;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M52";9;14;0;0;0.0434782608695652;0.0869565217391304;0.217391304347826;0.304347826086957;0.434782608695652;0.521739130434783;0.565217391304348;0.652173913043478;0.695652173913043;0.739130434782609;0.739130434782609;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"LO32";9;14;0;0;0.0666666666666667;0.266666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.733333333333333;0.733333333333333;0.733333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"Cm484";10;14;0;0;0;0.0434782608695652;0.130434782608696;0.130434782608696;0.173913043478261;0.260869565217391;0.260869565217391;0.260869565217391;0.260869565217391;0.304347826086957;0.304347826086957;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-M40";10;14;0;0;0.05;0.05;0.15;0.4;0.5;0.65;0.65;0.7;0.8;0.8;0.8;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-M52";10;14;0;0;0;0.4;0.4;0.4;0.6;0.6;0.7;0.8;0.9;0.9;0.9;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"F618";11;14;0;0;0;0.25;0.416666666666667;0.5;0.5;0.5;0.5;0.5;0.583333333333333;0.583333333333333;0.583333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"LO32";11;14;0;0;0;0.19047619047619;0.285714285714286;0.285714285714286;0.428571428571429;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;0.666666666666667;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"NYS302";11;14;0;0;0;0.4;0.6;0.6;0.7;1;1;1;1;1;1;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 1";"F66";2;15;0;0;0;0.0833333333333333;0.0833333333333333;0.333333333333333;0.416666666666667;0.5;0.5;0.583333333333333;0.666666666666667;0.666666666666667;0.666666666666667;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"LO32";2;15;0;0;0;0;0.2;0.333333333333333;0.333333333333333;0.466666666666667;0.466666666666667;0.466666666666667;0.466666666666667;0.533333333333333;0.533333333333333;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"SA24U";2;15;0.0476190476190476;0.0476190476190476;0.0952380952380952;0.19047619047619;0.285714285714286;0.761904761904762;0.761904761904762;0.761904761904762;0.80952380952381;0.857142857142857;0.857142857142857;0.857142857142857;0.857142857142857;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"C105";3;15;0;0;0;0.1;0.1;0.5;0.5;0.7;0.7;0.7;0.7;0.7;0.7;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"F618";3;15;0;0.1;0.15;0.35;0.35;0.4;0.45;0.45;0.45;0.5;0.5;0.6;0.6;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"FV252";3;15;0;0;0;0;0;0.0555555555555556;0.166666666666667;0.222222222222222;0.222222222222222;0.277777777777778;0.388888888888889;0.444444444444444;0.444444444444444;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"G18-M40";4;15;0;0;0;0.210526315789474;0.368421052631579;0.842105263157895;0.842105263157895;0.842105263157895;0.894736842105263;0.894736842105263;0.947368421052632;0.947368421052632;0.947368421052632;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"G18-M52";4;15;0;0;0;0;0;0.555555555555556;0.555555555555556;0.666666666666667;0.777777777777778;0.777777777777778;0.777777777777778;0.777777777777778;0.777777777777778;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"LO3";4;15;0;0;0;0;0;0;0.454545454545455;0.727272727272727;0.727272727272727;0.818181818181818;0.818181818181818;0.818181818181818;0.909090909090909;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"Cm484";5;15;0;0;0;0.363636363636364;0.363636363636364;0.363636363636364;0.409090909090909;0.409090909090909;0.454545454545455;0.454545454545455;0.454545454545455;0.454545454545455;0.5;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"G18-F318";5;15;0;0;0;0;0;0;0;1;1;1;1;1;1;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"HP301";5;15;0;0;0;0.210526315789474;0.421052631578947;0.473684210526316;0.526315789473684;0.631578947368421;0.684210526315789;0.684210526315789;0.789473684210526;0.789473684210526;0.789473684210526;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"B73";6;15;0;0;0;0;0.285714285714286;0.857142857142857;1;1;1;1;1;1;1;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"FV252";6;15;0;0;0.0909090909090909;0.181818181818182;0.181818181818182;0.227272727272727;0.227272727272727;0.409090909090909;0.409090909090909;0.409090909090909;0.409090909090909;0.454545454545455;0.454545454545455;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"LO3";6;15;0;0.0588235294117647;0.0588235294117647;0.176470588235294;0.235294117647059;0.294117647058824;0.352941176470588;0.529411764705882;0.588235294117647;0.588235294117647;0.588235294117647;0.647058823529412;0.647058823529412;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"C105";7;15;0;0;0;0.333333333333333;0.388888888888889;0.5;0.666666666666667;0.722222222222222;0.833333333333333;0.833333333333333;0.888888888888889;0.888888888888889;0.888888888888889;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"Cm484";7;15;0;0;0;0;0;0;0;0.230769230769231;0.230769230769231;0.230769230769231;0.615384615384615;0.615384615384615;0.615384615384615;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"F918";7;15;0;0.1;0.1;0.8;0.9;1;1;1;1;1;1;1;1;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"F618";8;15;0;0;0.142857142857143;0.214285714285714;0.357142857142857;0.357142857142857;0.357142857142857;0.642857142857143;0.785714285714286;0.785714285714286;0.785714285714286;0.785714285714286;0.785714285714286;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"G18-F36";8;15;0;0;0;0.0555555555555556;0.111111111111111;0.111111111111111;0.277777777777778;0.444444444444444;0.5;0.611111111111111;0.777777777777778;0.777777777777778;0.777777777777778;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"LO3";8;15;0;0;0;0.181818181818182;0.181818181818182;0.181818181818182;0.227272727272727;0.227272727272727;0.227272727272727;0.227272727272727;0.227272727272727;0.227272727272727;0.318181818181818;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 2";"FV2";9;15;0;0.111111111111111;0.111111111111111;0.111111111111111;0.111111111111111;0.111111111111111;0.222222222222222;0.222222222222222;0.222222222222222;0.222222222222222;0.444444444444444;0.444444444444444;0.444444444444444;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 1";"HP301";9;15;0;0;0;0.0714285714285714;0.0714285714285714;0.142857142857143;0.285714285714286;0.428571428571429;0.428571428571429;0.428571428571429;0.571428571428571;0.642857142857143;0.642857142857143;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 3";"Mo17";9;15;0;0;0.0625;0.1875;0.1875;0.4375;0.4375;0.4375;0.4375;0.4375;0.5;0.5;0.5;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"LO32";10;15;0;0;0.0769230769230769;0.153846153846154;0.153846153846154;0.230769230769231;0.230769230769231;0.461538461538462;0.615384615384615;0.615384615384615;0.692307692307692;0.692307692307692;0.692307692307692;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
"date 2";"SA24U";10;15;0;0;0.05;0.3;0.3;0.3;0.35;0.4;0.45;0.65;0.65;0.75;0.8;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 2";"B73";11;15;0;0;0;0.19047619047619;0.380952380952381;0.428571428571429;0.428571428571429;0.476190476190476;0.476190476190476;0.523809523809524;0.571428571428571;0.571428571428571;0.619047619047619;38.1820866933279;43.7180416608412;49.1453145671907;58.0085711432977;63.9528016014155;69.2431312249605;75.9327115840481;82.0064494899532;87.7073850780355;93.2968783967391;101.465800189774;107.160931911328;111.691869807172
"date 3";"B73";11;15;0;0.0952380952380952;0.19047619047619;0.285714285714286;0.333333333333333;0.380952380952381;0.428571428571429;0.428571428571429;0.428571428571429;0.428571428571429;0.428571428571429;0.428571428571429;0.428571428571429;33.132923043981;38.6688780114943;44.0961509178437;52.9594074939508;58.9036379520685;64.1939675756136;70.8835479347012;76.9572858406062;82.6582214286886;88.2477147473922;96.4166365404266;102.111768261981;106.642706157825
"date 1";"NYS302";11;15;0;0;0;0.2;0.2;0.2;0.4;1;1;1;1;1;1;44.2082671791288;49.744222146642;55.1714950529915;64.0347516290986;69.9789820872163;75.2693117107613;81.958892069849;88.032629975754;93.7335655638364;99.32305888254;107.491980675574;113.187112397129;117.718050292973
